file_name,invalid_label
00003.json,empty_sparql_result
00005.json,empty_sparql_result
00006.json,empty_sparql_result
00011.json,empty_sparql_result
00012.json,empty_sparql_result
00013.json,empty_sparql_result
00016.json,empty_sparql_result
00020.json,empty_sparql_result
00025.json,empty_sparql_result
00027.json,empty_sparql_result
00030.json,empty_sparql_result
00032.json,empty_sparql_result
00034.json,empty_sparql_result
00037.json,empty_sparql_result
00045.json,null_output
00053.json,null_output
00055.json,empty_sparql_result
00058.json,sparql_execution_failed (execution)
00059.json,empty_sparql_result
00062.json,empty_sparql_result
00063.json,empty_sparql_result
00065.json,empty_sparql_result
00071.json,empty_sparql_result
00074.json,empty_sparql_result
