file_name,invalid_label
00001.json,no_sparql_generated
00002.json,sparql_execution_failed (preprocessing)
00003.json,sparql_execution_failed (execution)
00004.json,empty_sparql_result
00006.json,sparql_execution_failed (execution)
00007.json,empty_sparql_result
00008.json,empty_sparql_result
00011.json,sparql_execution_failed (execution)
00013.json,empty_sparql_result
00016.json,empty_sparql_result
00018.json,sparql_execution_failed (preprocessing)
00022.json,empty_sparql_result
00023.json,empty_sparql_result
00024.json,sparql_execution_failed (execution)
00025.json,sparql_execution_failed (preprocessing)
00026.json,sparql_execution_failed (execution)
00027.json,sparql_execution_failed (preprocessing)
00030.json,empty_sparql_result
00031.json,sparql_execution_failed (preprocessing)
00032.json,null_output
00034.json,sparql_execution_failed (preprocessing)
00035.json,sparql_execution_failed (execution)
00036.json,sparql_execution_failed (execution)
00037.json,sparql_execution_failed (execution)
00038.json,sparql_execution_failed (execution)
00039.json,sparql_execution_failed (execution)
00040.json,sparql_execution_failed (execution)
00041.json,sparql_execution_failed (execution)
00042.json,sparql_execution_failed (preprocessing)
00044.json,sparql_execution_failed (execution)
00045.json,sparql_execution_failed (execution)
00046.json,sparql_execution_failed (execution)
00047.json,empty_sparql_result
00048.json,empty_sparql_result
00049.json,sparql_execution_failed (execution)
00050.json,sparql_execution_failed (execution)
00051.json,sparql_execution_failed (execution)
00052.json,null_output
00053.json,sparql_execution_failed (preprocessing)
00054.json,sparql_execution_failed (execution)
00056.json,null_output
00058.json,sparql_execution_failed (preprocessing)
00059.json,sparql_execution_failed (preprocessing)
00060.json,empty_sparql_result
00061.json,empty_sparql_result
00062.json,empty_sparql_result
00063.json,empty_sparql_result
00064.json,empty_sparql_result
00066.json,sparql_execution_failed (preprocessing)
00067.json,sparql_execution_failed (execution)
00069.json,empty_sparql_result
00071.json,null_output
00077.json,empty_sparql_result
