"How many goals did Ellen White, Alex Morgan, and Megan Rapinoe each score at the 2019 FIFA Women's World Cup"
What is the name of the film in the Bridget Jones series that was not directed by Sharon Maguire
What was the name of the dog that played the character of Lassie in the TV series Lassie
What is the name of the actor who plays the leading role in the movie The Terminator
What position did Portland Timbers ended up in at the end of the 2021 MLS regular season
When did the United States women's national soccer team get their 4th FIFA Women's World Cup win
Which country did the US Women's National Team defeat to win the Women's World Cup in 2015
"Who were the song writers of the song I am not a woman, I’m a god"
How many episodes of the TV series Only Connect are there as of 26 July 2021
Which R&B singer made a cover of This Is for the Lover in You in 1996
What was the Kazuo Ishiguro's next novel to be released after The Remains of the Day
"In what county is Highclere Castle, used in the TV Show Downton Abbey, actually located in"
Who played the voice actor for Batman in the movie Batman: Death in the Family
"Which Coldplay song, Fix You or  Viva la Vida, has a longer album version"
What was the date that Knickerbocker Building added to the National Register of Historic Places
Who is the publisher of the character Deadpool on which the movie Deadpool is based
How many matches did Freddy Adu played for United States men's national soccer team
Which character played the main love interest of Francine Fran Fine on The Nanny
Who played the central character Jack Bauer in the action drama tv series 24
What team won the silver medal for men's soccer in the 2020 Summer Olympics
Who was the Who was the head coach of the Chicago Fire Football Club
After Cristiano Ronaldo left Manchester United the first time what team did he join
What is the name of the chairman of the football club Manchester City F.C.
Date of the first goal scored by wayne rooney in FIFA Club World Cup
On which date did Enrique Cerezo joined office as president of Atlético de Madrid
who is the top score of the player in Brazil national football team
What is the name of the first book of the series The Expanse
In what year did the channel VH1 changed their name to MTV Classic
Who is the co-author of the last Ryanverse book written by Tom Clancy
Who is the actor behind the role Simone Andersen in The Rain series
What is the name of the co-founder of Megadeth along with Dave Mustaine
Who was the top scorer of the soccerUnited States men's national soccer team
What is the name of the producer of the film The Lion King
What was the score of the penalty shootout in the Euro 2020 final
What's the name of the person who created the TV series The Sopranos
"In Bueno Aires, the Superclasico refers to the rivalry between which two clubs"
Which players scored the most points at the 2019 FIFA Women's World Cup
In which year did Cristiano Ronaldo join Manchester United for the first time
When was the book The Mirror and the Light by Hilary Mantel published
What is the total number of episodes in the TV series New Girl
What is the date of birth of the Permanent Roommates' actor Sumeet Vyas
What is the country of orign of A Tale of Two Cities
In which year did the work period start of The Allman Brothers Band
What is the language of work in the book Lord of the Rings
What is the date of birth of the Special OPS's creator Neeraj Pandey
What kind of format will All of Us Are Dead be available in
What is the name of the performer in the Hobbit the unexpected journey
"What was the date of birth of Crime and Punishment's author, Fyodor Dostoevsky"
The German football club that Oliver Kahn played for during his junior career
Oliver Kahn started his professional football career with which German club's junior team
What was the final novel of the The Chronicles of Narnia book series
What was the lead single on Inna's I Am the Club Rocker album
On what date was the first book of the Wolf Hall series published
What is the name of production company for the TV series Breaking Bad
What was Croatia national football team placing in the 2018 FIFA world cup
Who did Italy play against in the 1982 Men's World Cup Final
How many matches have Eden Hazard played for Belgium national football team
What is the box office collection of the movie Great Grand Masti
What is the sequel of the book The Adventures of Tom Sawyer
What was the first song on the self titled Elvis Presley album
What is the current FIFA ranking for the Germany National Football Team
which book does the tv series locke & key Based on
Who is the original broadcaster of the Locke & Key television series
What was the name of director who directed Fruitvale Station English Movie
Who is the director of the The Hobbit: The Desolation of Smaug
How many matches have Zinedine Zidane played for France national football team
What is the publication date of the novel The Colour of Magic
Who is the top scorer on the El Salvador national football team
What is the total number of episodes in the TV series Vikings
What was the genre of the music Love Me Like You Do
What is the book followed by the book Tarzan of the Apes
Who is the composer of the TV Series The Wheel of Time
What was the name of the editor of the movie Stony Island
What is the home venue of the soccer club Cobh Ramblers F.C.
What is the place of birth of the soccer player Wayne Rooney
what is the publication of date of year Someone You Loved song
What is the launch date of the album Baby One More Time
What is the release date of the movie Dilwale Dulhania Le Jayenge
how much goal did Alisson scored in Brazil national under-17 football team
What is the name of the channel where the show Vikings premiered
What year did Gareth Bale first play for the Wales national team
What is the date of birth of the Sooryavanshi director Rohit Shetty
What is the date of birth of the player Harry Kane
What team did Cristiano Ronaldo first play for in his youth career
What's the name of the label that released Garlands by Cocteau Twins
What is the Genre of the book The Name of the Rose
What is the name of the original broadcaster in The Following series
The tv sitcom Friends was on the air for how many seasons
Which is the country of origin of the Novel The White Tiger
What was the year of FIFA Beach Soccer World Cup founded
What is the date of birth of the soccer player Joshua Kimmich
Who is the author of The Folk of the Air book series
Name of the book published in 2002 in Dragonriders of Pern series
who is the Publisher of the book The Catcher in the Rye
What is the number of seasons of the TV series Money Heist
What is the Commons category of the Dream of the Red Chamber
Who is the director of the Second season of Locke & Key
who is the director of photography The Call of the Wild movie
What is the second book of A Song of Ice and Fire
What is the country of origin of the Black Flag music band
what was the name of two vocal artist of Rain on Me
what is the genre of the book the Tale of peter Rabbit
What is the publication date of the Dream of the Red Chamber
Cristiano Ronaldo scored how many goals in the FIFA Club World Cup
What is the country of originate of the gang of four band
What was the nick name of the New York City Football club
What is the run time of the movie The King of Pigs
what is the genre of  The Last Thing he told me
What year did Kröd Mändoon and the Flaming Sword of Fire start
What is the genre of the movie Venom: Let There Be Carnage
What is the name of the original broadcaster in Better Call Saul
Who is currently the head coach of the Spanish Olympic football team
Who is the director of the movie Venom: Let There Be Carnage
What is the main topic of the television series Better Call Saul
What is the country of citizenship of the player Harry Kane
Which country was the winner of the FIFA World Cup in 2010
What was the country of origin of The Walking Dead TV series
What is the date of birth of the soccer player Freddy Adu
How many matches has Joshua Kimmich played for Germany national football team
Who was the composer of music for the movie The Lion King
What is the country for sport of the player Harry Kane
What was the first single released from the album On the 6
What is the name of the The Next Three Days film director
who is the illustrator of the book the Tale of peter Rabbit
Who are the creators of the TV show The Big Bang Theory
How many times has Spain's Olympic football team played in the Olympics
Which player was the top goalscorer in the 2021 MLS regular season
What was the second place finisher at the UEFA Women's Euro 2017
What is the name of the second novel in the Millennium series
What was Bob Bradley's previous job before he took the job as the head coach of the United States men's national soccer team
What is the name of the football player who won the player of the season title in 2021 for Barnsley F.C
In which year did the American sitcom series Will & Grace return for another three seasons after ending in 2006
Which player was awarded the most number of Man of the match titles in the FIFA world cup of 2006
"When was the original version of the song I am not a woman, I’m a god released in USA"
According to the 11 Nov 2021 result who called the most capped player in Brazil Nation Football Team
"What is the name of the ghostwriter of the first book in the Hardy Boys series, The Tower Treasure"
What is the total number of appearances made by Marco Reus as of 2021 for the club Borussia Dortmund
How many goals did Pat Healey make in the 2008 season when he was playing for Crystal Palace Baltimore
"What is the name of the first episode of the first season of the series, Buffy the Vampire Slayer"
Which 2009 first person shooter game did Lance Henriksen who was Frank Black in Millennium did voice work for
What were the demographics of black people in Memphis Tennessee when If Beale Street Could Talk was written
What is the name of the 2012 movie that fetched Meryl Streep an Oscar for the best actress
When was the song Easy on Me released in United States in the format of Adult contemporary radio
Who was the winner of the Nobel Prize in Literature the year Brave New World was published
Which player scored the most goals for the D.C. United during the 1996 Major League Soccer season
"What is the last album that was recorded by artist George Harrison, from the band the Beatles"
What was the other book to get the Newbery Honor in 2019 besides The Night Diary
Which movie did Samuel L. Jackson win a BAFTA award for best supporting actor in 1994
Which soccer player scored the second highest number of goals for the Poland national football team
Who was the shirt sponsor of the Chicago Fire Football Club in 2019 to present
Who was the captain of Manchester United F.C. when they won the 1999 FA cup
Which science fiction tv series did Charles Shaughnessy appeared in for one episode in 2004
Who was the kit manufacturer from 2015 to present for New York City Football club
Who won the most Man of the match awards in the 2006 FIFA World Cup
"What award won the National Board of Review Awards in December 2, 2021 for Encanto"
Which movie did Steven Spielberg directed the same year as Catch Me If You Can
Who was the top goal player as of 2021 in FIFA Beach Soccer World Cup
Who was the Kit manufacturer from 2012 to present for New England Revolution soccer club
Who directs season 1 episode Welcome to Matheson in the tv series locke & key
Who won the America's Next Top Model in the season next to Adrianne Curry's cycle
What is the  Award recieved in 2008 by the tv series wizards of waverly place
who won the best visual effects award in 2021 satellite award for Tenet movie
How many goals did Pele scored for New York Cosmos in the year 1975
What was the next feature film Robert Zemeckis directed after Back to the Future
For which 1979 movie did Dustin Hoffman win an Academy Award for Best Actor
What is the title of the second film in the Star Wars prequel trilogy
How many goals did Pele scored for New York Cosmos in the year 1976
What year was Michael Jackson inducted into the Rock and Roll Hall of Fame
What is the title of the fourth film in the Star Wars film series
How many goals did the second place score in the 2020-2021 Premier league season
What's the last movie Viggo Mortensen acted in before The Fellowship of the Ring
What is the number of goals scored by Julio Salinas for Spain in football
What is the first book published in the Loyal League series by Alyssa Cole
When was the first time the US women's soccer team received a gold medal
Director of season 1 episode 1 in the tv series locke & key
Who was the Spanish king when part 1 of Don Quixote was published
What was New England Revolution's final position after the 2021 regular MLS season
Who was the kit manufacturer of Chelsea Football Club from 1981 to 1983
What was the name of the third series in Empire of the Moghul
"Who is Kansas City Wizard's number one goalkeeper as of December 21st, 2021"
Who was the captain of the San Jose Earthquakes from 2009 to 2013
How many goals did Harry Kane score in the 2020-2021 Premier league season
Is the film Shazam! won National Film and Television Awards won or not
Who was the kit sponsor for Atlanta United FC in 2016 to present
"Antonio Banderas played an assassin, Miguel Bain, in which 1995 action thriller film"
What is the fourth track on the album Slipknot by the band Slipknot
How many matches did Paul Pogba played for France national under-18 football team
Who is the captain of both French football team and Tottenham Hotspur F.C.
In what year did Real Madrid CF win their first FIFA World Cup
How many matches did 1. FC Köln win during the first Bundesliga season
How many International matches played for Portugal national football team by João Félix
Which clubs in the Superclasico won the Primera Division league title in 2021
What year was the first book of the series Francisco de Robles published
What is the total number of goals secured by Marco Reus for Germany
What is the first movie that Zachary Levi was nominated for an award
Who did Arsenal F.C. defeat in the semi-final of the FA Cup 2000-01
What is the name of the Croatian national  team captain before Luka Modrić
What was the title of the second movie in the Indiana Jones series
Which album features Nate Dogg's Billboard Hot 100 no. 1 hit from 2003
When was Men at Work inducted into the ARIA Hall of Fame
who is the sponsor of  Kit manufacturer of 2020  Al-Hilal SFC team
When own the award People's Choice Awards for the movie Black Widow
How many number of national matches did Cristiano Ronaldo played for Portugal
"What was the population of Lorain, Ohio when the book was set"
How many users are there of the TV network Amazon Prime Video
What year end chart did Mr. Bojangles rank 44th on in 1971
What is the name of the Tom Tom Club's first studio album
What football club was represented by Roy Keane in the year 1990
What is the first date when the TV series Coupling got aired
What year did Inter Milan win their first FIFA Club World Cup
What was the rank of the song ''deja vu'' published by Pitchfork
What is the first novel adaptation movie that Matt Damon acted in
Which is the First Hindi movie as director of Mr. Laxman Utekar
In 2020 which American country singer received the National Medal of Arts
Who scored the most number of goals for the club Borussia Dortmund
Who named Adele the Artist of the Year twice in the 2010s
Which club did David Beckham transferred from to LA Galaxy in 2007
What is the award received in 2003 by the American rapper Eminem
Which movie got Vivien Liegh the Oscar for best actress in 1952
Who is the director of episode one of the tv series Ekaterina
Which book comes first in the Loyal League series by Alyssa Cole
What is the ranking of Kid A on rolling stone in 2009
How many matches did Bruno Fernandes played for Portugal national football team
In 2021-2022 season how many teams took part in the Scottish Cup
How many tracks are on Inna's I Am the Club Rocker album
What is the title of the 1st episode of TV series See
Who played Charline in the movie Willy Wonka and the Chocolate Factory
Which football player's transfer was the most expensive in association football history
What's the movie after West Side Story that Rachel Zegler appeared in
Manchester United F.C. last won the FIFA world cup in what year
What was the 16th and final book in the Left Behind series
Who captains the French soccer team and the club Tottenham Hotspur
Who was the first person to serve as the team's captain
What was the 4th track on All the Stars and Boulevards
Which club did David Beckham play for in the year 2000
What was the last series title of Empire of the Moghul
What movie by Steven Soderbergh was released in the year 2001
How many goals have Lionel Messi scored for Paris Saint-Germain F.C.
Which is the debut studio album of the band Pearl Jam
How many of the Ryanverse books were written by Tom Clancy
How much is the budget of 2001: A Space Odyssey movie
How many Academy Awards was won by the film The Matrix
"How many people are living in Exeter, New Hampshire in 2020"
Which team won the first edition of Copa America in 1916
What movie was directed by Shane black in the year 2005
Which artist created the most memorable song on the Juice soundtrack
Which is the second last novel of the book series Millennium
Who scored the most goals on the Portland Thorns in 2018
Which was the first award won by the movie The Matrix
Total number of goals scored by Franz Beckenbauer for Bayern Munich
What TV series did the Duffer Brothers write for in 2015
"What are the brand names of SSRI Antidepressants, and what are the common side effects of each of these pills"
"Out of the DSM and ICD classified mental disorders associated with Mood and Anxiety, please list their symptoms, treatments."
List the major ethnic groups in each African country.
How did each of the Roman Emperors meet his end How many years did they reign
Which museums house the most famous paintings by each of the leading French Impressionists
List all Roman Emperors along with their place of birth.
"For every ninth gen gaming console tell me what is its CPU, storage size, memory, graphics card and backward compatibility"
What have been the changes in European men's formal garb from the high middle ages to that of the Renaissance
What groups have performed at the Grammys in the 2000s besides the orchestras
"For every OECD country, what is the manner by which its Supreme Court judges are appointed"
Which types of tanks did each Allied nation use during WWII
What are the reported side effects of the existing drugs for hair loss
Tell me the percentage of artists by genre in the Billboard Top 100 in 2000
"In the kingdom of France, what were the royal houses and how did they come to replace the previous royal house"
Name the motivations of each of the main antagonists in Shakespeare's plays.
What's the life expectancy and average size of each canine species
List the name and position of the highest scoring player of each team in the 2019 NBA season
Name the historic era in which each novel by Alexander Dumas pere is set.
Name some of the common side effects of the current treatments for Alzheimer's disease.
Which of the Iranian Shanashas are considered to be of Turkish ancestry
What does each of the major Yoruba deities represent
How did each English Monarchic dynatsy (since William the Conqueror) came to rule over the kingdom
"Looking at the most common cancer types in men and women, describe their early symptoms."
What were the popular hairstyles for women in each decade from 1900s to the 90s
"From the 2nd century onwards, name the number of Roman emperors hailing from each province."
which Baroque paintings by Dutch and Flemish artists are found at the Hermitage
"What are the world's most venomous snakes, and where are they found"
What professional tennis tournaments are played in the United States
"I want to cook a traditional Bulgarian meal for my girlfriend, whose allergic to eggs and dairy, which dishes would be okay"
What have been Jordan's goals in each of the wars it was engaged in and were these goals achieved
Which art museums can I find around Dublin
What were the class and race of Critical Role's main characters aside from those that were in Vox Machina
List all the Roman Imperial dynasties along with the number of years that each dynasty ruled
"For every middle eastern country, including the Maghreb, list its tallest building as of 2023, its height in meters, and the country that it is in."
What is the current percentage of indigenous peoples in each country in America
"In the first two novels of Franz Kafka, who are the female characters in each, and how is each of them related to the protagonist"
Which popular houseplants are native to South America
What is the heaviest land mammal native to each continent and how much do they weigh
What are the main differences between the election system in Germany and the US
What musical collaborations in 2020 have hit the billboard top 100 besides those featuring Doja Cat
Which male characters in books written by Dickens are adolescents
"What herbs are commonly used in Vietnamese, Thai and Sichuan cuisine"
What happened to the leaders of the two factions at the end of the English Civil War named The Anarchy
How was each of the empress regnant of Japan related to the previous emperor
"In Dungeons & Dragons, where do each of the major chromatic and metallic dragons are known to nest"
Which of Mexico's wars began in what can be labeled as a civil war or rebellion
Where else can I watch the main cast of Industry in 2022
which common vegetables provide more than 9% of the recommended daily value of vitamin C
"Which actresses have acted with Actor Cary Grant, in starring roles During the 1940s"
List all major sneaker companies.
Which TV shows in the 2010s have had Bryan Cranston play a part other than the narrator
What was the median age of the MKs of each party in the 24th Knesset
Which books by Gabriel Garcia Marquez are based on real historical events
Which independent countries was Elizabeth II Queen of throughout her lifetime
Which artists performed at the Billboard Music Awards in 2015
Which musicians from the West Coast have won Grammy awards on 2022
"What were the heads of the Babylonian, Greek, Norse, Mayan, Japanese and Egyptian pantheons the gods of"
What are some vegan dishes made in Chile
"During the American civil war, how many Union military leaders were there from each state"
List Anton Chekhov plays by year of release in the descending order
What was the job of the main protagonist in each of the notable African American sitcoms of the 70s and 80s
"In the novel David Copperfield, who are the non-working class characters"
What were the notable defeats of Austria during the middle ages
How many monarchs did each of the royal houses of England have over the years
I want a Pokemon game for Game Boy or Game Boy Color.
Which US presidents and vice-presidents were planters or were born to planter families
What labours out of Hercules's twelve did not require him to kill a mythical beast
Which French New Wave filmmakers were not associated with the Cahiers du Cinema top films of the 60s
Who has served in all of Angela Merkel's cabinets and what positions did they hold in each of them
What's the difference between the Roman Empire and the Holy Roman Empire
What countries have a majority Muslim population and are located in Africa
List all African countries where a Germanic language serves as an official state language.
Which of the United States states had been a territory that belonged to France at some point
"For each member of The Seven in The Boys TV show, list their actual comic book inspiration."
"Tell me the average expenditure on healthcare, education and housing during the Gordon Brown government compared to those of David Cameron's"
"Which characters were killed off in The Master and Margarita, and what was the manner of their death"
Which script systems are in use by more than one language
What were the eight tallest towers of the architect that designed the tallest building in the year 2000
In which novels by Charles Dickens is the protagonist an adult
How many civilian deaths did each Balkan country suffer during World War 2 List country name and number of casualties.
Who has killed each of the seven homunculi in Fullmetal Alchemist Brotherhood
"Out of major wars Mexico during the 17th to 21st centuries, which ones did they initiate"
Who were the candidates of each of the minor parties in South Korea's 2022 presidential election
"Tell me the country, city and chef of the restaurants that got the 3 Michelin stars in 2015."
"Besides chest pain, what are the signs that may indicate someone is having a heart attack"
Which players on Man united FC in 2017 were originally from England
In which states did Joe Biden win by more than 10 % margin than Donald Trump during the presidential elections in 2020
Who were the great female poets of ancient Greece
What are the worlds top 8 largest big cats by weight
When and where were all the members of the Beatles born
What non-Arabic languages are considered official in countries where Arabic is an official language
What European kingdoms would have been considered allies of Philip IV of France
"If I plan a trek along the silk road, which countries would I need to go through"
Which world pandemics throughout history did not spread due to wars or conquests
Which Savile Row bespoke tailoring houses were opened during the twentieth century
Who played for the Boston Celtics the first time they lost the championship to Magic Johnson
What languages are commonly spoken by Burkina Faso's main ethnic groups
List all board games originating in East Asia.
When and to where has Cheesecake Factory expanded internationally
Which European countries have never fought in a war against France
"which of all the fruits commonly grown in Italy, France and Spain have less than 15 grams of carbs"
Which battles have lead to the fall of each Shogun dynasty
Which leading works by Chaucer included themes of a religious nature
"Which Peruvian Presidents were either killed or comitted suicide, and how old were they when they died"
Who was the first Caliph of each Caliphate and what was their position before ascending the throne
Who are the characters of Chekhov's The Seagull besides the protagonist and her family
What year did Charles Barkley begin his professional basket ball career and who were his teammates
"What is the largest wild bird found in every continent, save Antarctica"
"In House of the Dragon, which main characters were portrayed by several different actor"
"In Alexandre Dumas' book the Three Musketeers, which characters actually existed throughout history"
What have been the Metacritic and Rotten Tomatoes scores for each Thor movie that came out
Which countries border the countries bordering Italy
"Who were the rulers of England when it was a republic, what was their title"
What are the Ivy League colleges in the order in which they were founded from oldest to newest
"Name the sun deities of the Ancient Egyptian, Greek, Aztec and Norse pantheons."
Which chefs were awarded 3 Michelin stars in 2020
Which of the Shia dynasties of North Africa and the Levant were established by Arab rulers
Which number 1 national dishes of Southeast Asian countries can be considered as being vegetarian
Which Game of Thrones main characters were killed off in the penultimate episode of each season
Which raditional Japanese desserts do not contain beans
Name the US constitution amendments that do not concern slaves or voting rights.
Which festivals take place in the different European capitals
"For the five largest West African ethnic groups, list their population, religions, languages and home countries."
List all graphical novels written by French artists.
Which Ivy League alumni are Nobel prize laureates
What TV shows starred Marisa Tomei and in what years did they air
Any movies are starring folks from the main cast of Euphoria
How has the annual average percentage of American Nobel prize winners changed over the past century
"For each team in the NBA, name its city, population and stadium."
Which romantic comedy actors also starred in an MCU film
What have been the professions of the parents of each EU country prime minister
What political parties are there in Romania and who leads them
"Who starred in the first original Hulu series, and what have they appeared in since then"
"What is the name, area, population, capital and the population of the capital for each EU member state"
What is the most popular surname in each European country
Which villains are featured in each of the Crash Bandicoot video games
How long did the construction of each of the world's fourteen tallest buildings last Who were their architects
"Besides its incumbent president, what was the political affiliation of each president of Moldova since the country gained its independence"
What age were the basketball players who lead the NBA in scoring on their first year of winning that title
"List Harrison Ford's films, in which he starred, by highest gross to lowest gross, US market only."
How many different prime ministers did each European country have in the past 15 years
How many years have passed since each of the NBA finals MVPs entered the league until they won the award for the first time
Which actresses play the female protagonist in MCU films
What is the percentage of seats held by Left-wing parties in each parliament of an EU country
Order the US Open winners of the past 10 years based on their age.
For each Latin American country list its percentage of Amerindians sorted by the countries average life expectancy.
How many museums are there in each city in Israel
"Historically, how many NBA scoring leaders are there from each team"
Which NFL players have been awarded AP's Most Valuable Player without winning the Super Bowl that year
"Out of all the rookies who started in the 2019-2020 NBA season, which ones have so far made it to the NBA playoffs"
What are the professions of the partners of Academy award winning actors and actresses in the past five years
Who are the deans of all Canadian law schools
How many parliament (lower house) members are in each member country of the EU
What other shows were written by the creators of Rick and Morty
Name the male singles Wimbledon winners that are from Europe and won before they turned 30.
Which particular events sparked each one of the different Arab Israeli wars
"How ethnically diverse is ESPN as a workplace, when considering its current commentators and analysts"
Which Oscar winners for Best Lead Actor and Actress were themselves born outside of either the US or the UK
What are Poland's main political parties
Which male players have won the same Grand Slam tournament more than two years in a row
"Who have been the rulers of Libya, since its independence"
Which current NBA players also played for a team that won the NCAA Division Tournament in the past eight years
What were the deficit and tax revenues during each year of president Trump
